,Taxo_all,Confidence,Group,Domain,Phylum,Class,Order,Family,Genus,Species,OTU,trophic_groups
301,Nematoda;Chromadorea;Chromadorea_X;Prodesmodora;Prodesmodora_sp.,0.998254476,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Prodesmodora,Prodesmodora_sp.,Otu463,b
302,Nematoda;Chromadorea;Chromadorea_X;Prodesmodora;Prodesmodora_sp.,0.997550934,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Prodesmodora,Prodesmodora_sp.,Otu93,b
303,Nematoda;Chromadorea;Chromadorea_X;Prodesmodora;Prodesmodora_sp.,0.999999836,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Prodesmodora,Prodesmodora_sp.,Otu7630,b
304,Nematoda;Chromadorea;Chromadorea_X;Protorhabditis;Protorhabditis_sp.,0.999999207,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Protorhabditis,Protorhabditis_sp.,Otu329,b
305,Nematoda;Chromadorea;Chromadorea_X;Pseudacrobeles;Pseudacrobeles_variabilis,0.87461969,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Pseudacrobeles,Pseudacrobeles_variabilis,Otu1213,b
306,Nematoda;Chromadorea;Chromadorea_X;Pseudhalenchus;Pseudhalenchus_minutus,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Pseudhalenchus,Pseudhalenchus_minutus,Otu928,b
307,Nematoda;Chromadorea;Chromadorea_X;Pseudhalenchus;Pseudhalenchus_minutus,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Pseudhalenchus,Pseudhalenchus_minutus,Otu11431,b
308,Nematoda;Chromadorea;Chromadorea_X;Psilenchus;Psilenchus_hilarulus,0.999999466,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Psilenchus,Psilenchus_hilarulus,Otu986,h
309,Nematoda;Chromadorea;Chromadorea_X;Rhabditis;Rhabditis_myriophila,0.799911957,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Rhabditis,Rhabditis_myriophila,Otu899,b
310,Nematoda;Chromadorea;Chromadorea_X;Rhabditis;Rhabditis_terricola,0.989776202,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Rhabditis,Rhabditis_terricola,Otu1998,b
311,Nematoda;Chromadorea;Chromadorea_X;Rhabditoides;Rhabditoides_inermis,0.999999993,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Rhabditoides,Rhabditoides_inermis,Otu7154,N
312,Nematoda;Chromadorea;Chromadorea_X;Rhabditophanes;Rhabditophanes_sp.,0.985251599,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Rhabditophanes,Rhabditophanes_sp.,Otu4570,b
313,Nematoda;Chromadorea;Chromadorea_X;Sabatieria;,0.83720697,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Sabatieria,,Otu1416,b
314,Nematoda;Chromadorea;Chromadorea_X;Seinura;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Seinura,,Otu2076,p
315,Nematoda;Chromadorea;Chromadorea_X;Spiruridae;Spiruridae_sp.,0.995274249,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Spiruridae,Spiruridae_sp.,Otu1602,dog parasitic
316,Nematoda;Chromadorea;Chromadorea_X;Steinernema;Steinernema_glaseri,0.869045614,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Steinernema,Steinernema_glaseri,Otu449,b
317,Nematoda;Chromadorea;Chromadorea_X;Tylenchus;Tylenchus_naranensis,0.853034977,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Tylenchus,Tylenchus_naranensis,Otu1356,h
318,Nematoda;Chromadorea;Chromadorea_X;Tylocephalus;Tylocephalus_auriculatus,0.996882632,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Tylocephalus,Tylocephalus_auriculatus,Otu3822,b
319,Nematoda;Chromadorea;Chromadorea_X;Tylopharynx;Tylopharynx_foetidus,0.999999776,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Tylopharynx,Tylopharynx_foetidus,Otu1525,b
320,Nematoda;Chromadorea;Haliplectoidea;Rhabdolaimus;,0.999823577,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Haliplectoidea,Rhabdolaimus,,Otu1750,b
321,Nematoda;Chromadorea;Haliplectoidea;Rhabdolaimus;Rhabdolaimus_terrestris,0.998773184,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Haliplectoidea,Rhabdolaimus,Rhabdolaimus_terrestris,Otu3769,b
322,Nematoda;Enoplea;Enoplea_X;;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu134,N
323,Nematoda;Enoplea;Enoplea_X;;,0.999989691,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu97,N
324,Nematoda;Enoplea;Enoplea_X;;,0.999600102,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu2454,N
325,Nematoda;Enoplea;Enoplea_X;;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu8829,N
326,Nematoda;Enoplea;Enoplea_X;;,0.999807238,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu8715,N
327,Nematoda;Enoplea;Enoplea_X;;,0.999999999,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu242,N
328,Nematoda;Enoplea;Enoplea_X;;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu9379,N
329,Nematoda;Enoplea;Enoplea_X;;,0.99999999,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu825,N
330,Nematoda;Enoplea;Enoplea_X;;,0.999999999,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu13211,N
331,Nematoda;Enoplea;Enoplea_X;;,0.825136684,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu2309,N
332,Nematoda;Enoplea;Enoplea_X;;,0.999999992,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu311,N
333,Nematoda;Enoplea;Enoplea_X;;,0.999999975,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu187,N
334,Nematoda;Enoplea;Enoplea_X;;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu5749,N
335,Nematoda;Enoplea;Enoplea_X;;,0.999997578,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu4144,N
336,Nematoda;Enoplea;Enoplea_X;;,0.999962051,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu747,N
337,Nematoda;Enoplea;Enoplea_X;;,0.999999899,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu13913,N
338,Nematoda;Enoplea;Enoplea_X;;,0.99993181,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu406,N
339,Nematoda;Enoplea;Enoplea_X;;,0.99999996,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu60,N
340,Nematoda;Enoplea;Enoplea_X;;,0.93929991,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu116,N
341,Nematoda;Enoplea;Enoplea_X;;,0.97781942,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu951,N
342,Nematoda;Enoplea;Enoplea_X;;,0.999999027,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu512,N
343,Nematoda;Enoplea;Enoplea_X;;,0.999999996,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu1407,N
344,Nematoda;Enoplea;Enoplea_X;;,0.999999995,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu193,N
345,Nematoda;Enoplea;Enoplea_X;;,0.997648157,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu420,N
346,Nematoda;Enoplea;Enoplea_X;;,0.999895106,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu8437,N
347,Nematoda;Enoplea;Enoplea_X;;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu8195,N
348,Nematoda;Enoplea;Enoplea_X;;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu131,N
349,Nematoda;Enoplea;Enoplea_X;;,0.999998645,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu6981,N
350,Nematoda;Enoplea;Enoplea_X;;,0.999987268,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu1377,N
351,Nematoda;Enoplea;Enoplea_X;;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu8284,N
352,Nematoda;Enoplea;Enoplea_X;;,0.999604912,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu4915,N
353,Nematoda;Enoplea;Enoplea_X;;,0.999573499,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,,,Otu5987,N
354,Nematoda;Enoplea;Enoplea_X;Alaimus;,0.996863931,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,,Otu630,b
355,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_parvus,0.821771089,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_parvus,Otu1302,b
356,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_parvus,0.999923108,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_parvus,Otu627,b
357,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.999976477,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu5696,b
358,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.999988087,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu9117,b
359,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.998825913,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu6886,b
360,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.988656365,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu166,b
361,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.999922384,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu11453,b
362,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.999977898,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu10027,b
363,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.999996866,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu9282,b
364,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.999991808,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu7076,b
365,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.998964063,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu4867,b
366,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.944430325,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu2392,b
367,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.999997805,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu2398,b
368,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.999807932,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu434,b
369,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.999984598,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu4656,b
370,Nematoda;Enoplea;Enoplea_X;Alaimus;Alaimus_sp.,0.88483455,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Alaimus,Alaimus_sp.,Otu675,b
371,Nematoda;Enoplea;Enoplea_X;Aporcelaimellus;,0.729924615,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Aporcelaimellus,,Otu10138,o
372,Nematoda;Enoplea;Enoplea_X;Bastiania;Bastiania_gracilis,0.717959668,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Bastiania,Bastiania_gracilis,Otu2902,b
373,Nematoda;Enoplea;Enoplea_X;Calcaridorylaimus;Calcaridorylaimus_GR-2013,0.830275154,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Calcaridorylaimus,Calcaridorylaimus_GR-2013,Otu2636,o
374,Nematoda;Enoplea;Enoplea_X;Clarkus;Clarkus_papillatus,0.981807534,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Clarkus,Clarkus_papillatus,Otu1357,p
375,Nematoda;Enoplea;Enoplea_X;Diphtherophora;Diphtherophora_obesus,0.816164639,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Diphtherophora,Diphtherophora_obesus,Otu32,f
376,Nematoda;Enoplea;Enoplea_X;Ironus;Ironus_sp.,0.756606987,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Ironus,Ironus_sp.,Otu505,p
377,Nematoda;Enoplea;Enoplea_X;Mermithid;Mermithid_sp.,0.928502649,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Mermithid,Mermithid_sp.,Otu1806,Animal parasites
378,Nematoda;Enoplea;Enoplea_X;Mermithidae;Mermithidae_sp.,0.999999988,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Mermithidae,Mermithidae_sp.,Otu4676,Insect parasites
379,Nematoda;Enoplea;Enoplea_X;Mermithidae;Mermithidae_sp.,0.822683222,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Mermithidae,Mermithidae_sp.,Otu1280,Insect parasites
380,Nematoda;Enoplea;Enoplea_X;Microdorylaimus;Microdorylaimus_miser,0.899408608,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Microdorylaimus,Microdorylaimus_miser,Otu121,o
381,Nematoda;Enoplea;Enoplea_X;Mylonchulus;,0.999999959,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Mylonchulus,,Otu2701,p
382,Nematoda;Enoplea;Enoplea_X;Odontolaimus;Odontolaimus_sp.,0.938588798,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Odontolaimus,Odontolaimus_sp.,Otu350,b
383,Nematoda;Enoplea;Enoplea_X;Paratrichodorus;,0.99999975,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Paratrichodorus,,Otu14,h
384,Nematoda;Enoplea;Enoplea_X;Paratrichodorus;Paratrichodorus_allius,0.870540908,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Paratrichodorus,Paratrichodorus_allius,Otu2648,h
385,Nematoda;Enoplea;Enoplea_X;Paratrichodorus;Paratrichodorus_minor,0.999356224,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Paratrichodorus,Paratrichodorus_minor,Otu6434,h
386,Nematoda;Enoplea;Enoplea_X;Paratrichodorus;Paratrichodorus_minor,0.999892094,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Paratrichodorus,Paratrichodorus_minor,Otu5,h
387,Nematoda;Enoplea;Enoplea_X;Prionchulus;Prionchulus_muscorum,0.915263116,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prionchulus,Prionchulus_muscorum,Otu2329,p
388,Nematoda;Enoplea;Enoplea_X;Prismatolaimus;,0.999999964,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prismatolaimus,,Otu5530,b
389,Nematoda;Enoplea;Enoplea_X;Prismatolaimus;,0.925402956,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prismatolaimus,,Otu4976,b
390,Nematoda;Enoplea;Enoplea_X;Prismatolaimus;,0.999999575,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prismatolaimus,,Otu14095,b
391,Nematoda;Enoplea;Enoplea_X;Prismatolaimus;,0.999999982,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prismatolaimus,,Otu1856,b
392,Nematoda;Enoplea;Enoplea_X;Prismatolaimus;Prismatolaimus_dolichurus,0.988112623,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prismatolaimus,Prismatolaimus_dolichurus,Otu23,b
393,Nematoda;Enoplea;Enoplea_X;Prismatolaimus;Prismatolaimus_dolichurus,0.760351856,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prismatolaimus,Prismatolaimus_dolichurus,Otu110,b
394,Nematoda;Enoplea;Enoplea_X;Prismatolaimus;Prismatolaimus_intermedius,0.794828032,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prismatolaimus,Prismatolaimus_intermedius,Otu35,b
395,Nematoda;Enoplea;Enoplea_X;Prismatolaimus;Prismatolaimus_intermedius,0.949779566,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prismatolaimus,Prismatolaimus_intermedius,Otu12309,b
396,Nematoda;Enoplea;Enoplea_X;Pungentus;Pungentus_sp.,0.942238981,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Pungentus,Pungentus_sp.,Otu40,o
397,Nematoda;Enoplea;Enoplea_X;Solididens;Solididens_vulgaris,0.999998652,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Solididens,Solididens_vulgaris,Otu562,p
398,Nematoda;Enoplea;Enoplea_X;Thonus;Thonus_sp.,0.855539066,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Thonus,Thonus_sp.,Otu1839,o
399,Nematoda;Enoplea;Enoplea_X;Thonus;Thonus_sp.,0.834406906,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Thonus,Thonus_sp.,Otu278,o
400,Nematoda;Enoplea;Enoplea_X;Tripylina;,1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Tripylina,,Otu877,p
401,Nematoda;Enoplea;Enoplea_X;Tylencholaimellus;Tylencholaimellus_affinis,0.789425972,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Tylencholaimellus,Tylencholaimellus_affinis,Otu3615,f
402,Nematoda;Enoplea;Enoplea_X;Tylencholaimus;,0.855360347,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Tylencholaimus,,Otu2897,f
403,Nematoda;Enoplea;Enoplea_X;Tylencholaimus;Tylencholaimus_mirabilis,0.76038753,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Tylencholaimus,Tylencholaimus_mirabilis,Otu3234,f
404,Nematoda;Enoplea;Enoplea_X;Tylencholaimus;Tylencholaimus_sp.,0.754332456,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Tylencholaimus,Tylencholaimus_sp.,Otu3873,f
405,Nematoda;Enoplea;Enoplea_X;Tylolaimophorus;Tylolaimophorus_minor,0.738388237,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Tylolaimophorus,Tylolaimophorus_minor,Otu7367,N
406,Nematoda;Enoplea;Enoplea_X;Tylolaimophorus;Tylolaimophorus_minor,0.999491634,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Tylolaimophorus,Tylolaimophorus_minor,Otu9525,N
407,Nematoda;Enoplea;Enoplea_X;Tylolaimophorus;Tylolaimophorus_typicus,0.872033631,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Tylolaimophorus,Tylolaimophorus_typicus,Otu94,f
408,Nematoda;Enoplea;Enoplea_X;UnclassifiedDorylaimidae;Dorylaimidae_sp.,0.702088458,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,UnclassifiedDorylaimidae,Dorylaimidae_sp.,Otu5282,o
409,Nematoda;Enoplea;Enoplea_X;Xiphinema;,0.997829446,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Xiphinema,,Otu16,h
